Date,TIGER 증권
2019-03-06,3855.0
2019-03-07,3830.0
2019-03-08,3760.0
2019-03-11,3755.0
2019-03-12,3790.0
2019-03-13,3790.0
2019-03-14,3840.0
2019-03-15,3905.0
2019-03-18,3950.0
2019-03-19,3930.0
